3.44094582239;-0.00318095221199;25.0088616479;0.0;0.003;0.0
3.11782188249;-3.50546032508;25.0152375031;-3.508;1.446;2.531
3.54848684305;1.51273487087;25.025370989;1.5;4.267;5.531
3.5653902159;1.50925833032;25.0512127345;1.498;4.299;8.359
3.57773545452;1.51123510345;25.0719820508;1.5;4.31;11.266
3.58758091266;1.51243055941;25.0762097501;1.5;4.321;14.125
3.59675414154;1.50871007633;25.0728461143;1.5;4.332;17.0
3.60497345323;1.50809266207;25.066936335;1.498;4.337;19.891
3.61237803;1.51317744729;25.0620946551;1.5;4.348;22.797
3.61982706861;1.5106261287;25.0518093809;1.5;4.353;25.656
3.62649364731;1.51273889398;25.041175171;1.5;4.359;28.5
3.63326271667;1.51037933082;25.0217697868;1.5;4.369;31.344
3.63957542275;1.50990799228;25.0067562607;1.5;4.375;34.203
3.64537777826;1.51157193488;24.999108977;1.5;4.38;37.047
3.65136720063;1.51239563418;24.9878824524;1.5;4.386;39.906
3.65682686656;1.51082846874;24.9678472623;1.5;4.391;42.75
3.66229437824;1.50919933306;24.9571637283;1.5;4.396;45.625
3.66760696622;1.51095769523;24.9473712425;1.5;4.402;48.5
3.67253197268;1.50861267389;24.9343133028;1.5;4.407;51.359
3.67779367945;1.51225898347;24.9206064834;1.5;4.413;54.25
3.68283538814;1.51239618694;24.9058674468;1.5;4.418;57.141
3.68764384816;1.51032812326;24.8881861773;1.5;4.423;60.094
3.69228822229;1.51277726576;24.8801876539;1.498;4.429;63.016
3.69683840996;1.5136807742;24.8564238202;1.5;4.434;65.922
3.70139506583;1.51020865596;24.8445503148;1.5;4.44;68.797
3.7054579783;1.51482752738;24.8247987822;1.5;4.44;71.688
3.7096782568;1.51031563699;24.8273181664;1.498;4.445;74.578
3.71416585926;1.50886372278;24.8092873726;1.5;4.45;77.547
3.71827591989;1.51024137;24.7896879901;1.5;4.456;80.516
3.72219048957;1.50894739979;24.7888535435;1.498;4.456;83.422
3.7259608412;1.51539987249;24.7714806526;1.5;4.461;86.344
3.72971540212;1.51579981935;24.7564358972;1.5;4.467;89.25
3.7336039071;1.51195466722;24.7500998201;1.498;4.467;92.234
3.73718016054;1.50990947052;24.7311093003;1.5;4.472;95.203
3.74084524058;1.51173389743;24.7234650033;1.5;4.477;98.125
3.74426437013;1.50818255254;24.7155360861;1.5;4.483;101.141
3.74792529938;1.50848401433;24.7052057706;1.5;4.483;104.078
